created_at,tweet_id,text_clean,favorite_count,retweet_count,hashtags,url
2020-05-28 07:00:44+00:00,1265900801303687168,"So when we experience ridges in our fingernails, what's our body trying to tell us⁉️ Here, we crack the code, plus… https://t.co/UFAryuECb6",6,2,,"[{'url': 'https://t.co/UFAryuECb6', 'expanded_url': 'https://twitter.com/i/web/status/1265900801303687168', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]"
2020-05-28 05:00:13+00:00,1265870468629790729,"Despite what you might think, missionary doesn't hold the title of Most Intimate Sex Position™. The lotus sex posit… https://t.co/yYlDd2fuQB",6,2,,"[{'url': 'https://t.co/yYlDd2fuQB', 'expanded_url': 'https://twitter.com/i/web/status/1265870468629790729', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-05-28 03:00:10+00:00,1265840257230163969,"If you're curious, here's what you should know before attempting to wreck your or someone else's next climax. 🔥 https://t.co/sAcLKsbgZM",2,0,,"[{'url': 'https://t.co/sAcLKsbgZM', 'expanded_url': 'http://ow.ly/1TDc30qJJcg', 'display_url': 'ow.ly/1TDc30qJJcg', 'indices': [112, 135]}]"
2020-05-28 01:00:32+00:00,1265810151199649801,"This mbg Collective Member, meditation leader + author dropped some powerful lessons on reclaiming self-worth and s… https://t.co/J899H3edwk",3,0,,"[{'url': 'https://t.co/J899H3edwk', 'expanded_url': 'https://twitter.com/i/web/status/1265810151199649801', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-05-27 23:00:52+00:00,1265780036138909697,"According to recent polling, 50 is the so-called *perfect age.* 👏 So here's what the experts want us to do to make… https://t.co/PbteMM2xyv",11,4,,"[{'url': 'https://t.co/PbteMM2xyv', 'expanded_url': 'https://twitter.com/i/web/status/1265780036138909697', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]"
2020-05-27 21:01:04+00:00,1265749889914372096,Internationally recognized psychiatrist + best-selling author @DrAnnaYusim shares the tools that helped her stay ho… https://t.co/97opw39U1z,7,2,,"[{'url': 'https://t.co/97opw39U1z', 'expanded_url': 'https://twitter.com/i/web/status/1265749889914372096', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-05-27 19:01:36+00:00,1265719821620166656,It's time we stop resisting resistant starch! 🥔🍌 https://t.co/wb1zYepROI,8,1,,"[{'url': 'https://t.co/wb1zYepROI', 'expanded_url': 'http://ow.ly/KpvJ30qK3qR', 'display_url': 'ow.ly/KpvJ30qK3qR', 'indices': [49, 72]}]"
2020-05-27 17:01:19+00:00,1265689553840615424,We curated the best derm-approved advice out there. ✔️ Stick to these tips for clear skin ahead: https://t.co/L1iMExDWAS,5,1,,"[{'url': 'https://t.co/L1iMExDWAS', 'expanded_url': 'http://ow.ly/vy0Q30qK3h2', 'display_url': 'ow.ly/vy0Q30qK3h2', 'indices': [97, 120]}]"
2020-05-27 16:01:52+00:00,1265674590220685316,"Instead of using buttermilk, mayonnaise, or sour cream, this ranch is plant-based recipe's creamy texture comes fro… https://t.co/PJ5n8eBADt",10,3,,"[{'url': 'https://t.co/PJ5n8eBADt', 'expanded_url': 'https://twitter.com/i/web/status/1265674590220685316', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-05-27 15:01:53+00:00,1265659495193227265,"Here's your seven-day plan to becoming a snacking pro, with a smart snacking tip to focus on each day. 😋 Ft.… https://t.co/8ENARXS0eX",8,2,,"[{'url': 'https://t.co/8ENARXS0eX', 'expanded_url': 'https://twitter.com/i/web/status/1265659495193227265', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [110, 133]}]"
2020-05-27 14:02:01+00:00,1265644430159118336,"As summer weekends begin + grills are coming out of retirement, it's time to get your plant-based burger game on po… https://t.co/HRpDTZGOYT",14,6,,"[{'url': 'https://t.co/HRpDTZGOYT', 'expanded_url': 'https://twitter.com/i/web/status/1265644430159118336', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]"
2020-05-27 13:01:51+00:00,1265629289132838914,Calling our curl community. 🗯️ This one's for you: https://t.co/8auDBCAfO5,4,2,,"[{'url': 'https://t.co/8auDBCAfO5', 'expanded_url': 'http://ow.ly/lbSn30qJHYw', 'display_url': 'ow.ly/lbSn30qJHYw', 'indices': [51, 74]}]"
2020-05-27 11:01:11+00:00,1265598924141867008,"If you're already sipping kombucha + eating yogurt, you may also want to check out kefir. 🥛 https://t.co/CSoTjnKcbv",9,1,,"[{'url': 'https://t.co/CSoTjnKcbv', 'expanded_url': 'http://ow.ly/inYw30qJHGn', 'display_url': 'ow.ly/inYw30qJHGn', 'indices': [92, 115]}]"
